row_index,classe_real,predicao,fold
4256,c234,c5,1
4257,c5,c5,1
4258,c5,c234,3
4259,c1,c234,4
4260,c5,c5,2
4261,c1,c1,2
4262,c234,c234,4
4263,c5,c234,1
4264,c234,c234,3
4265,c5,c5,4
4266,c234,c5,1
4267,c234,c5,4
4268,c234,c5,2
4269,c1,c1,0
4270,c234,c1,2
4271,c234,c1,3
4272,c1,c234,2
4273,c1,c234,4
4274,c234,c234,4
4275,c5,c5,1
4276,c1,c5,0
4277,c1,c234,2
4278,c5,c1,2
4279,c5,c5,3
4280,c1,c5,1
4281,c1,c234,0
4282,c234,c1,0
4283,c234,c1,0
4284,c5,c5,3
4285,c1,c234,4
4286,c234,c234,2
4287,c5,c5,3
4288,c5,c5,3
4289,c5,c5,4
4290,c1,c234,0
4291,c5,c5,4
4292,c234,c5,4
4293,c5,c5,4
4294,c5,c1,2
4295,c5,c234,0
4296,c234,c234,2
4297,c234,c234,1
4298,c5,c234,1
4299,c234,c5,1
4300,c5,c234,2
4301,c234,c5,3
4302,c5,c5,4
4303,c5,c234,1
4304,c5,c234,2
4305,c234,c1,3
4306,c5,c5,3
4307,c5,c5,1
4308,c234,c234,3
4309,c234,c5,4
4310,c234,c5,1
4311,c234,c1,3
4312,c234,c234,2
4313,c5,c234,4
4314,c1,c5,2
4315,c1,c234,4
4316,c1,c1,2
4317,c1,c234,3
4318,c5,c1,2
4319,c1,c1,1
4320,c1,c5,4
4321,c1,c1,3
4322,c5,c5,0
4323,c5,c5,1
4324,c1,c1,2
4325,c5,c5,0
4326,c1,c5,4
4327,c5,c5,3
4328,c1,c1,2
4329,c5,c234,0
4330,c234,c234,4
4331,c1,c1,0
4332,c1,c1,2
4333,c234,c234,4
4334,c1,c234,2
4335,c5,c5,2
4336,c234,c234,4
4337,c1,c1,1
4338,c5,c234,2
4339,c234,c1,1
4340,c1,c1,4
4341,c5,c5,1
4342,c234,c234,0
4343,c5,c5,2
4344,c234,c1,3
4345,c5,c5,1
4346,c234,c234,4
4347,c234,c1,4
4348,c1,c5,3
4349,c1,c234,2
4350,c234,c234,4
4351,c234,c5,1
4352,c5,c234,0
4353,c234,c234,3
4354,c5,c234,1
4355,c234,c234,0
4356,c1,c5,4
4357,c5,c1,4
4358,c234,c234,4
4359,c234,c234,4
4360,c5,c5,3
4361,c234,c1,3
4362,c234,c234,4
4363,c234,c1,0
4364,c234,c234,2
4365,c234,c1,0
4366,c5,c234,4
4367,c1,c1,4
4368,c5,c1,4
4369,c5,c234,1
4370,c5,c5,3
4371,c1,c5,3
4372,c234,c234,0
4373,c1,c234,0
4374,c5,c5,3
4375,c234,c5,0
4376,c234,c234,2
4377,c234,c5,3
4378,c5,c1,4
4379,c234,c5,2
4380,c234,c5,1
4381,c234,c5,0
4382,c234,c1,4
4383,c5,c5,3
4384,c1,c1,0
4385,c234,c5,1
4386,c234,c5,1
4387,c1,c1,2
4388,c5,c234,0
4389,c1,c1,3
4390,c1,c234,4
4391,c234,c234,0
4392,c234,c1,0
4393,c5,c5,2
4394,c5,c5,0
4395,c234,c234,3
4396,c5,c5,3
4397,c5,c1,2
4398,c234,c234,1
4399,c1,c1,1
4400,c5,c1,0
4401,c5,c5,1
4402,c1,c234,1
4403,c1,c5,1
4404,c1,c5,3
4405,c5,c234,0
4406,c1,c1,1
4407,c1,c234,0
4408,c234,c1,0
4409,c1,c5,2
4410,c1,c234,1
4411,c234,c234,3
4412,c234,c1,4
4413,c5,c5,0
4414,c5,c5,2
4415,c1,c1,4
4416,c234,c5,0
4417,c5,c5,0
4418,c234,c1,2
4419,c1,c234,3
4420,c1,c234,4
4421,c5,c5,1
4422,c1,c5,0
4423,c234,c234,4
4424,c5,c5,2
4425,c1,c1,3
4426,c234,c234,4
4427,c5,c5,2
4428,c1,c1,3
4429,c5,c5,4
4430,c1,c1,3
4431,c5,c5,2
4432,c1,c234,3
4433,c1,c1,3
4434,c5,c1,4
4435,c1,c1,0
4436,c1,c1,0
4437,c5,c234,3
4438,c234,c234,4
4439,c1,c234,2
4440,c5,c5,2
4441,c5,c1,2
4442,c234,c1,2
4443,c5,c1,0
4444,c234,c5,1
4445,c234,c234,2
4446,c234,c5,1
4447,c234,c234,4
4448,c5,c5,4
4449,c5,c5,4
4450,c234,c5,0
4451,c234,c5,3
4452,c1,c5,0
4453,c1,c1,1
4454,c1,c1,0
4455,c234,c5,2
4456,c1,c1,4
4457,c5,c5,4
4458,c1,c1,1
4459,c5,c5,1
4460,c1,c1,0
4461,c234,c1,0
4462,c5,c5,2
4463,c234,c234,3
4464,c234,c1,0
4465,c5,c5,4
4466,c234,c1,1
4467,c1,c5,3
4468,c234,c1,1
4469,c5,c5,2
4470,c234,c234,4
4471,c234,c1,2
4472,c234,c5,4
4473,c5,c5,1
4474,c1,c1,2
4475,c1,c1,1
4476,c234,c5,2
4477,c234,c5,4
4478,c5,c1,1
4479,c1,c5,0
4480,c234,c234,3
4481,c5,c234,1
4482,c1,c1,3
4483,c5,c5,1
4484,c1,c5,1
4485,c234,c234,4
4486,c1,c234,4
4487,c234,c234,1
4488,c234,c234,4
4489,c234,c1,2
4490,c1,c5,0
4491,c234,c5,2
4492,c5,c234,3
4493,c5,c1,1
4494,c234,c1,2
4495,c234,c1,1
4496,c5,c1,4
4497,c234,c1,1
4498,c5,c234,3
4499,c1,c1,4
4500,c5,c234,3
4501,c234,c234,2
4502,c1,c234,3
4503,c5,c5,3
4504,c1,c234,3
4505,c234,c1,4
4506,c5,c5,1
4507,c5,c234,1
4508,c1,c234,0
4509,c5,c5,4
4510,c1,c234,4
4511,c1,c5,2
4512,c5,c234,0
4513,c234,c5,1
4514,c234,c1,1
4515,c234,c5,4
4516,c5,c234,1
4517,c1,c234,2
4518,c5,c1,0
4519,c1,c5,1
4520,c234,c1,1
4521,c234,c1,1
4522,c5,c234,0
4523,c1,c1,2
4524,c234,c234,2
4525,c5,c234,0
4526,c5,c5,0
4527,c5,c5,0
4528,c1,c234,1
4529,c234,c5,3
4530,c234,c5,4
4531,c1,c234,4
4532,c234,c234,0
4533,c1,c1,2
4534,c1,c1,1
4535,c234,c1,2
4536,c234,c5,0
4537,c1,c1,4
4538,c5,c5,3
4539,c5,c234,1
4540,c234,c5,1
4541,c234,c1,0
4542,c234,c1,4
4543,c1,c234,1
4544,c1,c1,3
4545,c1,c234,2
4546,c1,c234,1
4547,c5,c234,3
4548,c5,c234,1
4549,c5,c5,4
4550,c234,c5,1
4551,c1,c234,4
4552,c5,c234,3
4553,c234,c1,2
4554,c234,c5,4
4555,c234,c1,1
4556,c234,c234,1
4557,c1,c1,0
4558,c5,c234,3
4559,c234,c234,4
4560,c5,c5,0
4561,c234,c1,0
4562,c234,c234,1
4563,c5,c5,3
4564,c1,c234,1
4565,c234,c1,1
4566,c5,c5,2
4567,c1,c5,4
4568,c5,c1,2
4569,c1,c234,1
4570,c5,c234,1
4571,c234,c5,3
4572,c1,c5,3
4573,c234,c234,3
4574,c1,c234,0
4575,c234,c1,0
4576,c5,c5,4
4577,c1,c1,0
4578,c1,c5,3
4579,c1,c234,3
4580,c5,c234,0
4581,c5,c1,0
4582,c234,c234,0
4583,c234,c5,3
4584,c5,c5,0
4585,c234,c1,1
4586,c5,c5,0
4587,c234,c5,2
4588,c234,c234,0
4589,c234,c234,4
4590,c1,c5,1
4591,c1,c1,4
4592,c1,c5,0
4593,c234,c1,1
4594,c5,c5,3
4595,c234,c5,4
4596,c1,c5,1
4597,c234,c1,3
4598,c1,c1,4
4599,c234,c234,3
4600,c234,c234,0
4601,c1,c5,3
4602,c234,c234,1
4603,c5,c5,0
4604,c1,c234,1
4605,c234,c5,1
4606,c1,c5,0
4607,c234,c234,2
4608,c234,c234,1
4609,c1,c234,3
4610,c1,c234,1
4611,c5,c1,0
4612,c1,c1,1
4613,c234,c5,0
4614,c234,c234,3
4615,c234,c5,2
4616,c5,c5,2
4617,c5,c234,4
4618,c1,c1,4
4619,c1,c234,0
4620,c234,c5,2
4621,c1,c5,2
4622,c1,c1,3
4623,c1,c1,3
4624,c234,c1,3
4625,c1,c1,2
4626,c234,c234,1
4627,c5,c5,3
4628,c5,c1,3
4629,c5,c5,4
4630,c5,c5,4
4631,c234,c234,4
4632,c5,c234,1
4633,c234,c234,3
4634,c5,c234,3
4635,c234,c1,0
4636,c1,c234,3
4637,c1,c1,3
4638,c5,c234,2
4639,c234,c5,1
4640,c1,c5,2
4641,c234,c5,3
4642,c1,c1,3
4643,c1,c1,0
4644,c1,c234,1
4645,c5,c234,2
4646,c234,c234,2
4647,c234,c1,4
4648,c1,c5,0
4649,c5,c1,1
4650,c1,c1,4
4651,c5,c5,4
4652,c5,c234,3
4653,c1,c1,1
4654,c234,c1,2
4655,c5,c234,3
4656,c234,c5,2
4657,c234,c234,3
4658,c1,c1,4
4659,c234,c5,1
4660,c5,c5,0
4661,c234,c234,1
4662,c234,c234,0
4663,c5,c1,3
4664,c234,c5,2
4665,c5,c234,3
4666,c234,c1,4
4667,c1,c5,4
4668,c5,c5,1
4669,c1,c1,4
4670,c234,c5,1
4671,c5,c5,3
4672,c5,c234,4
4673,c1,c1,1
4674,c234,c5,1
4675,c234,c5,2
4676,c234,c1,2
4677,c1,c5,1
4678,c1,c1,0
4679,c234,c1,4
4680,c5,c5,1
4681,c1,c1,0
4682,c5,c1,0
4683,c1,c234,0
4684,c5,c5,3
4685,c234,c1,0
4686,c234,c5,0
4687,c1,c5,4
4688,c5,c5,0
4689,c234,c5,0
4690,c5,c1,1
4691,c234,c234,0
4692,c1,c5,0
4693,c1,c234,1
4694,c5,c1,1
4695,c234,c234,4
4696,c1,c1,3
4697,c1,c1,4
4698,c234,c1,2
4699,c1,c234,3
4700,c5,c234,3
4701,c5,c234,0
4702,c1,c1,1
4703,c1,c234,1
4704,c1,c1,0
4705,c5,c1,4
4706,c5,c5,1
4707,c234,c1,4
4708,c5,c5,3
4709,c5,c1,4
4710,c234,c1,0
4711,c1,c234,3
4712,c234,c5,4
4713,c234,c1,2
4714,c234,c1,3
4715,c5,c5,3
4716,c1,c1,3
4717,c5,c1,4
4718,c1,c234,2
4719,c5,c5,2
4720,c1,c5,4
4721,c234,c1,3
4722,c1,c1,4
4723,c234,c5,3
4724,c234,c234,1
4725,c234,c5,0
4726,c1,c234,4
4727,c1,c1,3
4728,c1,c1,3
4729,c5,c5,2
4730,c1,c5,4
4731,c234,c1,4
4732,c234,c5,3
4733,c234,c5,1
4734,c5,c1,4
4735,c1,c1,2
4736,c234,c1,0
4737,c234,c1,3
4738,c1,c1,0
4739,c5,c234,2
4740,c1,c5,3
4741,c1,c5,4
4742,c234,c5,0
4743,c5,c5,0
4744,c5,c5,2
4745,c1,c234,1
4746,c5,c234,4
4747,c234,c234,1
4748,c5,c5,1
4749,c234,c5,1
4750,c1,c1,1
4751,c1,c5,3
4752,c5,c1,1
4753,c5,c5,2
4754,c234,c1,3
4755,c234,c1,2
4756,c1,c1,2
4757,c1,c5,0
4758,c5,c234,3
4759,c5,c5,4
4760,c234,c5,0
4761,c234,c234,4
4762,c1,c1,1
4763,c5,c5,0
4764,c234,c234,1
4765,c234,c234,3
4766,c1,c1,3
4767,c1,c234,2
4768,c1,c234,3
4769,c5,c5,0
4770,c5,c1,4
4771,c234,c1,1
4772,c1,c1,1
4773,c1,c5,4
4774,c5,c5,0
4775,c1,c5,2
4776,c234,c234,4
4777,c1,c234,0
4778,c1,c1,3
4779,c1,c1,0
4780,c5,c1,3
4781,c1,c234,1
4782,c234,c234,3
4783,c1,c1,0
4784,c234,c5,3
4785,c5,c234,2
4786,c5,c1,0
4787,c234,c234,1
4788,c234,c234,2
4789,c1,c1,2
4790,c1,c1,4
4791,c234,c5,4
4792,c234,c5,0
4793,c234,c234,4
4794,c5,c5,3
4795,c5,c5,2
4796,c234,c5,0
4797,c1,c5,3
4798,c234,c5,0
4799,c234,c1,3
4800,c5,c5,4
4801,c1,c1,3
4802,c5,c1,4
4803,c1,c1,2
4804,c5,c234,4
4805,c1,c1,0
4806,c1,c234,3
4807,c5,c234,2
4808,c1,c5,2
4809,c1,c1,4
4810,c5,c5,3
4811,c1,c5,0
4812,c1,c1,3
4813,c234,c1,3
4814,c1,c234,4
4815,c5,c234,4
4816,c5,c1,3
4817,c5,c5,2
4818,c1,c1,3
4819,c5,c234,3
4820,c234,c1,4
4821,c1,c234,3
4822,c234,c5,3
4823,c234,c1,1
4824,c1,c1,2
4825,c5,c5,2
4826,c1,c5,1
4827,c1,c234,0
4828,c234,c234,3
4829,c1,c1,0
4830,c1,c1,4
4831,c1,c5,2
4832,c1,c1,4
4833,c234,c1,2
4834,c234,c1,3
4835,c5,c5,2
4836,c234,c1,2
4837,c5,c5,4
4838,c1,c5,1
4839,c5,c1,3
4840,c234,c5,4
4841,c234,c234,1
4842,c5,c5,4
4843,c1,c234,2
4844,c5,c1,3
4845,c5,c5,2
4846,c234,c234,4
4847,c5,c5,0
4848,c1,c234,3
4849,c234,c1,4
4850,c234,c234,0
4851,c5,c5,2
4852,c5,c5,1
4853,c1,c234,1
4854,c234,c234,4
4855,c5,c5,3
4856,c5,c234,4
4857,c234,c1,2
4858,c5,c5,2
4859,c1,c1,1
4860,c1,c1,1
4861,c234,c234,3
4862,c234,c5,4
4863,c234,c1,1
4864,c234,c1,0
4865,c1,c1,2
4866,c5,c1,1
4867,c5,c1,2
4868,c5,c5,4
4869,c5,c1,4
4870,c1,c234,4
4871,c1,c234,3
4872,c234,c1,2
4873,c234,c234,4
4874,c1,c234,0
4875,c1,c234,2
4876,c5,c5,3
4877,c1,c1,3
4878,c1,c1,2
4879,c234,c5,1
4880,c5,c234,4
4881,c234,c5,4
4882,c1,c234,3
4883,c1,c1,2
4884,c1,c1,3
4885,c234,c234,1
4886,c234,c234,2
4887,c5,c5,0
4888,c234,c234,3
4889,c234,c1,2
4890,c5,c5,4
4891,c234,c234,3
4892,c1,c5,0
4893,c234,c1,1
4894,c234,c1,3
4895,c1,c234,3
4896,c5,c5,4
4897,c234,c5,2
4898,c5,c1,4
4899,c1,c1,0
4900,c1,c234,4
4901,c234,c1,4
4902,c5,c5,2
4903,c1,c1,3
4904,c1,c5,2
4905,c234,c1,0
4906,c234,c234,2
4907,c1,c234,2
4908,c5,c5,4
4909,c5,c234,3
4910,c1,c1,1
4911,c5,c5,3
4912,c234,c234,1
4913,c5,c1,3
4914,c5,c234,1
4915,c5,c1,2
4916,c234,c234,3
4917,c5,c5,1
4918,c234,c5,0
4919,c234,c5,3
4920,c1,c5,3
4921,c1,c234,3
4922,c1,c1,0
4923,c1,c1,4
4924,c1,c234,4
4925,c5,c234,1
4926,c1,c5,4
4927,c234,c234,3
4928,c234,c5,1
4929,c234,c234,0
4930,c1,c1,2
4931,c5,c1,3
4932,c5,c5,3
4933,c1,c1,2
4934,c5,c234,4
4935,c5,c1,1
4936,c234,c5,2
4937,c1,c1,1
4938,c234,c234,3
4939,c5,c5,0
4940,c1,c234,1
4941,c234,c1,2
4942,c5,c5,4
4943,c234,c234,4
4944,c1,c234,2
4945,c5,c5,4
4946,c1,c5,1
4947,c5,c1,3
4948,c5,c1,0
4949,c5,c5,2
4950,c234,c5,3
4951,c234,c1,4
4952,c1,c234,2
4953,c234,c5,4
4954,c234,c1,3
4955,c1,c1,3
4956,c5,c234,1
4957,c234,c5,2
4958,c234,c5,0
4959,c1,c1,3
4960,c234,c1,2
4961,c1,c1,4
4962,c234,c1,1
4963,c234,c234,3
4964,c5,c234,1
4965,c234,c5,2
4966,c5,c5,0
4967,c5,c5,2
4968,c1,c234,0
4969,c234,c5,1
4970,c1,c1,0
4971,c234,c5,2
4972,c1,c234,2
4973,c5,c5,3
4974,c1,c1,1
4975,c5,c1,2
4976,c5,c234,2
4977,c5,c1,2
4978,c1,c5,4
4979,c1,c1,2
4980,c234,c1,4
4981,c234,c5,0
4982,c234,c5,4
4983,c234,c5,0
4984,c234,c5,2
4985,c5,c1,4
4986,c5,c1,3
4987,c5,c5,3
4988,c1,c5,1
4989,c5,c5,4
4990,c1,c1,0
4991,c234,c5,0
4992,c234,c5,2
4993,c5,c234,4
4994,c234,c234,3
4995,c1,c5,2
4996,c234,c1,2
4997,c234,c5,3
4998,c5,c234,3
4999,c5,c234,2
5000,c1,c5,0
5001,c1,c1,3
5002,c5,c5,1
5003,c1,c1,0
5004,c1,c1,1
5005,c1,c1,4
5006,c1,c1,1
5007,c5,c5,3
5008,c234,c5,3
5009,c1,c1,2
5010,c234,c5,4
5011,c5,c234,0
5012,c5,c5,3
5013,c234,c234,4
5014,c234,c5,4
5015,c1,c1,0
5016,c234,c234,1
5017,c1,c1,4
5018,c1,c1,2
5019,c5,c5,0
5020,c5,c234,2
5021,c5,c5,1
5022,c234,c1,2
5023,c5,c5,4
5024,c5,c5,3
5025,c5,c5,3
5026,c1,c5,1
5027,c1,c5,3
5028,c1,c1,0
5029,c1,c234,4
5030,c234,c234,2
5031,c5,c5,3
5032,c1,c234,0
5033,c1,c1,4
5034,c234,c1,1
5035,c5,c1,4
5036,c1,c1,1
5037,c1,c234,0
5038,c5,c5,1
5039,c5,c5,0
5040,c1,c234,2
5041,c1,c1,4
5042,c234,c1,1
5043,c234,c1,2
5044,c1,c234,4
5045,c234,c1,2
5046,c5,c5,0
5047,c1,c1,4
5048,c1,c234,1
5049,c5,c1,3
5050,c5,c5,4
5051,c1,c5,1
5052,c5,c234,4
5053,c5,c234,3
5054,c234,c1,3
5055,c234,c5,0
5056,c1,c1,4
5057,c234,c5,0
5058,c1,c1,1
5059,c234,c234,4
5060,c1,c5,4
5061,c1,c1,0
5062,c234,c234,3
5063,c5,c5,0
5064,c234,c1,3
5065,c1,c5,2
5066,c234,c5,3
5067,c1,c5,3
5068,c1,c1,0
5069,c234,c1,3
5070,c234,c234,3
5071,c1,c1,0
5072,c234,c5,1
5073,c5,c1,1
5074,c1,c234,0
5075,c234,c5,4
5076,c5,c234,2
5077,c234,c5,0
5078,c234,c234,4
5079,c234,c234,1
5080,c5,c234,2
5081,c234,c1,4
5082,c5,c5,2
5083,c1,c1,3
5084,c1,c1,1
5085,c1,c5,0
5086,c5,c5,4
5087,c1,c234,3
5088,c1,c5,3
5089,c234,c234,1
5090,c234,c5,1
5091,c5,c234,0
5092,c1,c234,1
5093,c234,c234,2
5094,c5,c234,3
5095,c1,c1,4
5096,c234,c5,3
5097,c5,c234,4
5098,c1,c1,3
5099,c234,c1,0
5100,c1,c1,4
5101,c1,c1,3
5102,c234,c1,4
5103,c5,c1,2
5104,c1,c1,3
5105,c234,c5,4
5106,c234,c234,4
5107,c5,c234,1
5108,c234,c1,3
5109,c1,c1,1
5110,c1,c234,1
5111,c1,c1,0
5112,c234,c5,4
5113,c5,c1,2
5114,c5,c1,3
5115,c1,c1,4
5116,c1,c1,3
5117,c5,c234,4
5118,c5,c5,1
5119,c234,c5,3
5120,c5,c234,1
5121,c5,c1,2
5122,c234,c1,1
5123,c5,c5,2
5124,c1,c1,2
5125,c234,c1,3
5126,c5,c5,0
5127,c234,c5,1
5128,c234,c5,0
5129,c5,c5,3
5130,c234,c1,0
5131,c234,c5,3
5132,c5,c234,0
5133,c234,c234,3
5134,c5,c234,2
5135,c1,c234,4
5136,c5,c5,3
5137,c1,c1,0
5138,c1,c1,0
5139,c234,c234,2
5140,c5,c1,0
5141,c1,c234,3
5142,c5,c234,2
5143,c5,c1,0
5144,c1,c5,2
5145,c5,c5,3
5146,c1,c1,2
5147,c234,c1,0
5148,c234,c5,4
5149,c5,c234,2
5150,c234,c234,4
5151,c1,c234,3
5152,c234,c234,3
5153,c234,c1,0
5154,c234,c5,3
5155,c234,c234,4
5156,c5,c5,2
5157,c1,c1,4
5158,c5,c5,1
5159,c234,c5,4
5160,c234,c234,4
5161,c5,c5,3
5162,c234,c5,1
5163,c234,c1,3
5164,c234,c5,2
5165,c5,c234,3
5166,c1,c1,1
5167,c5,c1,3
5168,c234,c234,1
5169,c234,c234,2
5170,c1,c1,2
5171,c234,c234,2
5172,c5,c5,0
5173,c1,c234,1
5174,c5,c5,0
5175,c5,c234,2
5176,c234,c234,1
5177,c1,c234,4
5178,c1,c5,1
5179,c1,c1,3
5180,c234,c5,2
5181,c234,c234,1
5182,c234,c5,4
5183,c1,c5,1
5184,c1,c5,2
5185,c1,c5,3
5186,c234,c5,3
5187,c234,c234,1
5188,c234,c1,4
5189,c5,c234,3
5190,c234,c234,1
5191,c5,c5,2
5192,c1,c1,4
5193,c234,c1,1
5194,c1,c5,2
5195,c5,c234,3
5196,c5,c5,3
5197,c1,c5,1
5198,c234,c234,2
5199,c1,c1,4
5200,c234,c5,2
5201,c1,c234,4
5202,c5,c234,3
5203,c5,c234,4
5204,c1,c1,3
5205,c1,c5,4
5206,c234,c234,2
5207,c5,c5,3
5208,c5,c5,0
5209,c234,c234,3
5210,c1,c5,3
5211,c1,c234,1
5212,c234,c5,0
5213,c234,c234,4
5214,c1,c5,0
5215,c234,c1,4
5216,c5,c1,1
5217,c5,c1,2
5218,c5,c1,3
5219,c234,c1,0
5220,c5,c5,0
5221,c5,c1,3
5222,c5,c5,2
5223,c5,c1,3
5224,c1,c5,1
5225,c5,c1,3
5226,c5,c1,0
5227,c1,c1,2
5228,c1,c1,2
5229,c5,c234,2
5230,c5,c5,3
5231,c1,c234,3
5232,c234,c234,1
5233,c5,c1,0
5234,c5,c234,2
5235,c1,c234,4
5236,c1,c234,2
5237,c1,c5,2
5238,c234,c234,1
5239,c1,c5,1
5240,c234,c234,2
5241,c1,c1,3
5242,c1,c1,4
5243,c5,c5,0
5244,c1,c5,4
5245,c1,c5,0
5246,c1,c5,1
5247,c5,c234,4
5248,c1,c1,0
5249,c5,c1,3
5250,c1,c1,0
5251,c234,c234,4
5252,c5,c5,4
5253,c234,c5,3
5254,c1,c1,0
5255,c1,c1,0
5256,c1,c234,0
5257,c234,c234,1
5258,c1,c1,4
5259,c5,c5,3
5260,c1,c5,2
5261,c5,c5,4
5262,c1,c5,0
5263,c1,c1,1
5264,c5,c234,4
5265,c5,c5,2
5266,c1,c1,1
5267,c234,c5,1
5268,c5,c5,4
5269,c5,c5,1
5270,c5,c234,1
5271,c5,c5,1
5272,c1,c234,1
5273,c5,c1,2
5274,c5,c5,1
5275,c5,c5,3
5276,c5,c5,2
5277,c1,c5,3
5278,c5,c5,1
5279,c234,c1,0
5280,c5,c1,0
5281,c234,c5,3
5282,c5,c234,4
5283,c5,c5,2
5284,c234,c5,3
5285,c234,c1,3
5286,c1,c1,1
5287,c1,c5,4
5288,c1,c1,2
5289,c1,c5,1
5290,c234,c1,3
5291,c5,c5,2
5292,c234,c5,4
5293,c234,c5,1
5294,c5,c234,1
5295,c234,c234,2
5296,c5,c5,1
5297,c5,c5,0
5298,c1,c5,1
5299,c5,c1,2
5300,c5,c234,0
5301,c1,c5,1
5302,c5,c1,3
5303,c234,c1,4
5304,c1,c1,3
5305,c1,c1,3
5306,c5,c1,3
5307,c234,c1,4
5308,c1,c1,1
5309,c1,c234,2
5310,c1,c1,0
5311,c1,c5,0
5312,c234,c1,3
5313,c1,c1,3
5314,c5,c234,1
5315,c1,c1,1
5316,c5,c5,1
5317,c1,c234,3
5318,c234,c1,2
5319,c1,c5,0
5320,c5,c5,1
5321,c234,c234,0
5322,c1,c234,4
5323,c234,c234,3
5324,c234,c1,0
5325,c234,c5,4
5326,c5,c1,0
5327,c1,c1,3
5328,c1,c1,3
5329,c234,c1,3
5330,c234,c234,4
5331,c5,c234,0
5332,c234,c1,3
5333,c234,c234,2
5334,c1,c234,0
5335,c234,c5,1
5336,c5,c5,0
5337,c1,c1,3
5338,c5,c5,1
5339,c5,c1,4
5340,c1,c234,2
5341,c234,c5,2
5342,c234,c234,2
5343,c5,c5,0
5344,c234,c1,3
5345,c1,c1,1
5346,c1,c234,2
5347,c234,c1,4
5348,c5,c5,1
5349,c234,c234,3
5350,c5,c5,2
5351,c1,c234,0
5352,c1,c234,1
5353,c234,c234,4
5354,c5,c234,3
5355,c1,c234,0
5356,c234,c1,1
5357,c234,c1,1
5358,c234,c234,2
5359,c1,c234,1
5360,c234,c5,3
5361,c234,c234,4
5362,c5,c1,3
5363,c1,c234,2
5364,c5,c234,4
5365,c234,c5,0
5366,c1,c1,3
5367,c1,c5,2
5368,c1,c234,0
5369,c5,c5,3
5370,c234,c1,4
5371,c1,c1,0
5372,c1,c5,2
5373,c5,c5,4
5374,c1,c1,2
5375,c1,c1,3
5376,c5,c1,2
5377,c5,c234,4
5378,c234,c5,1
5379,c234,c1,4
5380,c234,c234,3
5381,c1,c1,3
5382,c234,c1,2
5383,c1,c1,1
5384,c234,c1,1
5385,c1,c1,0
5386,c234,c5,2
5387,c234,c1,4
5388,c234,c1,4
5389,c5,c5,3
5390,c5,c1,2
5391,c234,c1,4
5392,c1,c1,2
5393,c1,c234,1
5394,c234,c234,4
5395,c5,c234,0
5396,c1,c5,0
5397,c5,c234,2
5398,c5,c234,1
5399,c5,c5,2
5400,c234,c5,3
5401,c234,c1,0
5402,c234,c1,4
5403,c1,c1,2
5404,c1,c1,4
5405,c1,c5,4
5406,c1,c234,1
5407,c234,c1,0
5408,c1,c1,1
5409,c234,c234,2
5410,c1,c234,0
5411,c5,c234,1
5412,c1,c1,0
5413,c1,c1,0
5414,c5,c234,4
5415,c234,c234,2
5416,c1,c1,2
5417,c5,c234,3
5418,c1,c234,0
5419,c234,c5,2
5420,c234,c5,3
5421,c1,c5,4
5422,c234,c5,1
5423,c234,c234,1
5424,c1,c1,3
5425,c1,c1,0
5426,c5,c234,1
5427,c5,c1,3
5428,c1,c234,1
5429,c5,c5,2
5430,c234,c5,4
5431,c5,c5,2
5432,c5,c5,2
5433,c5,c5,1
5434,c1,c234,4
5435,c234,c1,4
5436,c234,c5,2
5437,c1,c1,4
5438,c1,c1,1
5439,c5,c1,4
5440,c1,c1,3
5441,c234,c5,1
5442,c234,c1,1
5443,c234,c1,2
5444,c5,c234,4
5445,c1,c234,4
5446,c5,c5,1
5447,c1,c1,4
5448,c5,c1,4
5449,c1,c1,3
5450,c5,c5,4
5451,c5,c5,0
5452,c1,c5,0
5453,c5,c234,2
5454,c234,c5,4
5455,c5,c5,4
5456,c234,c1,4
5457,c234,c5,2
5458,c1,c1,4
5459,c1,c1,4
5460,c1,c5,4
5461,c5,c234,0
5462,c1,c1,3
5463,c1,c1,3
5464,c1,c5,3
5465,c1,c1,3
5466,c5,c5,4
5467,c234,c5,2
5468,c1,c234,3
5469,c1,c1,2
5470,c1,c1,4
5471,c234,c5,4
5472,c234,c234,4
5473,c1,c1,4
5474,c234,c234,1
5475,c1,c234,0
5476,c234,c234,2
5477,c234,c5,4
5478,c1,c5,4
5479,c234,c234,0
5480,c5,c5,4
5481,c5,c5,3
5482,c5,c5,2
5483,c234,c5,0
5484,c234,c5,0
5485,c234,c5,3
5486,c1,c5,1
5487,c5,c5,4
5488,c5,c234,1
5489,c1,c1,2
5490,c1,c1,0
5491,c1,c1,1
5492,c234,c1,4
5493,c1,c5,2
5494,c5,c234,2
5495,c1,c234,1
5496,c234,c234,3
5497,c5,c5,3
5498,c5,c234,1
5499,c1,c1,3
5500,c5,c234,1
5501,c234,c1,2
5502,c234,c5,0
5503,c234,c1,4
5504,c5,c234,2
5505,c5,c1,2
5506,c5,c1,4
5507,c5,c234,1
5508,c5,c5,4
5509,c234,c1,2
5510,c234,c234,1
5511,c1,c234,4
5512,c234,c1,2
5513,c234,c5,3
5514,c5,c234,4
5515,c5,c234,4
5516,c234,c234,2
5517,c234,c1,2
5518,c5,c5,2
5519,c1,c1,0
5520,c234,c1,1
5521,c234,c5,0
5522,c234,c234,0
5523,c1,c1,1
5524,c5,c5,1
5525,c1,c5,1
5526,c1,c5,1
