row_id,clarity,n_tokens
5632,c234,358
5633,c5,163
5634,c5,36
5635,c1,62
5636,c5,82
5637,c1,25
5638,c1,173
5639,c5,132
5640,c234,629
5641,c234,902
5642,c1,357
5643,c1,40
5644,c1,421
5645,c5,252
5646,c234,214
5647,c234,533
5648,c5,598
5649,c5,683
5650,c1,380
5651,c1,394
5652,c1,195
5653,c234,547
5654,c1,113
5655,c234,65
5656,c234,261
5657,c234,93
5658,c234,294
5659,c1,579
5660,c234,131
5661,c234,166
5662,c234,92
5663,c1,386
5664,c5,373
5665,c234,683
5666,c5,518
5667,c1,138
5668,c234,326
5669,c1,305
5670,c5,713
5671,c1,231
5672,c234,287
5673,c234,1203
5674,c1,1153
5675,c1,428
5676,c5,422
5677,c234,54
5678,c5,296
5679,c5,90
5680,c5,291
5681,c234,198
5682,c1,8
5683,c5,1252
5684,c1,351
5685,c1,406
5686,c5,80
5687,c234,276
5688,c5,17
5689,c5,186
5690,c5,246
5691,c234,35
5692,c5,269
5693,c234,306
5694,c234,167
5695,c5,34
5696,c1,15
5697,c234,428
5698,c5,54
5699,c234,274
5700,c5,161
5701,c5,333
5702,c1,264
5703,c234,33
5704,c5,530
5705,c234,391
5706,c1,132
5707,c5,2357
5708,c234,1310
5709,c5,835
5710,c234,1145
5711,c234,154
5712,c5,41
5713,c5,512
5714,c234,14
5715,c1,78
5716,c1,76
5717,c1,369
5718,c1,76
5719,c234,325
5720,c234,323
5721,c5,188
5722,c5,161
5723,c1,158
5724,c1,532
5725,c234,130
5726,c234,540
5727,c234,109
5728,c1,414
5729,c5,138
5730,c1,534
5731,c234,429
5732,c5,581
5733,c234,47
5734,c1,604
5735,c1,829
5736,c1,295
5737,c1,473
5738,c1,437
5739,c234,33
5740,c1,272
5741,c5,926
5742,c5,159
5743,c5,141
5744,c234,119
5745,c234,72
5746,c1,340
5747,c1,1759
5748,c234,350
5749,c5,505
5750,c5,320
5751,c234,2080
5752,c1,600
5753,c5,316
5754,c1,671
5755,c234,139
5756,c5,241
5757,c234,65
5758,c234,578
5759,c234,392
5760,c5,947
5761,c234,175
5762,c5,71
5763,c5,472
5764,c5,290
5765,c5,277
5766,c5,492
5767,c234,2654
5768,c234,505
5769,c5,215
5770,c234,854
5771,c1,26
5772,c1,592
5773,c1,259
5774,c5,149
5775,c5,486
5776,c234,174
5777,c5,131
5778,c234,82
5779,c1,93
5780,c5,700
5781,c1,364
5782,c234,564
5783,c5,70
5784,c234,372
5785,c5,95
5786,c5,113
5787,c234,801
5788,c1,61
5789,c5,381
5790,c234,866
5791,c1,110
5792,c234,2014
5793,c1,318
5794,c5,253
5795,c1,248
5796,c234,895
5797,c1,373
5798,c5,749
5799,c5,36
5800,c234,395
5801,c1,200
5802,c5,416
5803,c234,403
5804,c5,90
5805,c234,40
5806,c5,268
5807,c1,222
5808,c1,991
5809,c1,157
5810,c1,328
5811,c5,463
5812,c5,907
5813,c1,776
5814,c234,262
5815,c234,377
5816,c234,207
5817,c1,310
5818,c5,348
5819,c1,412
5820,c1,881
5821,c234,334
5822,c1,268
5823,c5,462
5824,c234,711
5825,c1,489
5826,c234,70
5827,c5,99
5828,c1,99
5829,c5,38
5830,c1,114
5831,c1,391
5832,c1,665
5833,c234,43
5834,c234,143
5835,c5,220
5836,c1,567
5837,c234,35
5838,c234,586
5839,c234,270
5840,c1,53
5841,c1,555
5842,c234,302
5843,c234,415
5844,c234,498
5845,c1,897
5846,c234,358
5847,c5,960
5848,c234,201
5849,c1,984
5850,c234,84
5851,c5,399
5852,c234,1608
5853,c5,110
5854,c234,1133
5855,c1,896
5856,c5,59
5857,c5,182
5858,c5,94
5859,c1,113
5860,c234,292
5861,c1,822
5862,c5,81
5863,c234,383
5864,c1,292
5865,c1,75
5866,c1,149
5867,c5,305
5868,c5,372
5869,c5,240
5870,c5,403
5871,c1,316
5872,c1,27
5873,c5,145
5874,c5,77
5875,c234,521
5876,c1,216
5877,c234,146
5878,c1,400
5879,c5,178
5880,c5,580
5881,c234,342
5882,c234,132
5883,c5,166
5884,c5,233
5885,c5,490
5886,c5,51
5887,c1,2456
5888,c1,1079
5889,c5,622
5890,c234,307
5891,c1,889
5892,c5,556
5893,c1,751
5894,c234,962
5895,c234,59
5896,c234,1118
5897,c234,570
5898,c1,445
5899,c5,333
5900,c234,261
5901,c1,33
5902,c234,1052
5903,c5,126
5904,c234,186
5905,c5,82
5906,c5,252
5907,c1,214
5908,c1,55
5909,c1,41
5910,c1,659
5911,c5,274
5912,c1,207
5913,c234,451
5914,c1,570
5915,c5,154
5916,c5,538
5917,c234,508
5918,c234,166
5919,c1,231
5920,c5,120
5921,c5,389
5922,c5,75
5923,c1,282
5924,c234,416
5925,c5,326
5926,c5,78
5927,c234,287
5928,c1,35
5929,c1,150
5930,c5,298
5931,c234,83
5932,c5,301
5933,c1,281
5934,c1,200
5935,c234,412
5936,c5,427
5937,c5,83
5938,c1,186
5939,c234,90
5940,c1,1020
5941,c1,413
5942,c234,1332
5943,c234,79
5944,c234,457
5945,c234,370
5946,c234,247
5947,c1,454
5948,c234,637
5949,c1,2349
5950,c5,352
5951,c234,130
5952,c5,311
5953,c234,359
5954,c5,592
5955,c234,992
5956,c234,195
5957,c234,689
5958,c5,20
5959,c1,500
5960,c234,293
5961,c5,286
5962,c1,1783
5963,c1,25
5964,c5,157
5965,c1,83
5966,c5,188
5967,c234,264
5968,c5,230
5969,c5,138
5970,c1,190
5971,c1,405
5972,c234,911
5973,c234,131
5974,c5,459
5975,c234,639
5976,c234,1267
5977,c1,109
5978,c1,1674
5979,c234,692
5980,c234,211
5981,c234,308
5982,c234,178
5983,c5,1032
5984,c1,281
5985,c5,482
5986,c5,143
5987,c5,70
5988,c234,601
5989,c1,326
5990,c5,365
5991,c234,1324
5992,c5,277
5993,c5,158
5994,c234,439
5995,c234,919
5996,c1,289
5997,c5,401
5998,c5,70
5999,c234,251
6000,c1,2261
6001,c1,110
6002,c5,481
6003,c5,98
6004,c5,407
6005,c234,867
6006,c234,122
6007,c1,432
6008,c234,362
6009,c5,86
6010,c234,466
6011,c1,1801
6012,c234,90
6013,c5,371
6014,c5,102
6015,c234,338
6016,c234,486
6017,c5,664
6018,c5,1574
6019,c234,177
6020,c5,431
6021,c5,558
6022,c5,608
6023,c5,209
6024,c234,405
6025,c234,667
6026,c234,665
6027,c5,426
6028,c1,194
6029,c1,211
6030,c234,244
6031,c234,27
6032,c1,163
6033,c5,61
6034,c1,377
6035,c1,345
6036,c1,67
6037,c5,41
6038,c234,1198
6039,c234,749
6040,c5,133
6041,c5,156
6042,c5,104
6043,c5,27
6044,c5,393
6045,c234,244
6046,c1,422
6047,c234,146
6048,c234,412
6049,c234,528
6050,c5,494
6051,c234,956
6052,c234,200
6053,c234,441
6054,c5,43
6055,c5,537
6056,c1,167
6057,c234,492
6058,c234,376
6059,c5,37
6060,c1,1084
6061,c5,467
6062,c1,296
6063,c234,758
6064,c5,146
6065,c5,677
6066,c234,249
6067,c1,45
6068,c1,1941
6069,c234,327
6070,c5,57
6071,c1,310
6072,c234,1051
6073,c234,79
6074,c5,287
6075,c1,222
6076,c234,365
6077,c234,181
6078,c5,1112
6079,c1,478
6080,c234,2471
6081,c234,103
6082,c234,132
6083,c5,269
6084,c5,96
6085,c1,640
6086,c5,149
6087,c5,60
6088,c234,65
6089,c234,356
6090,c5,92
6091,c234,1505
6092,c5,270
6093,c5,111
6094,c5,23
6095,c234,390
6096,c234,133
6097,c234,93
6098,c5,41
6099,c5,1088
6100,c5,238
6101,c234,386
6102,c234,75
6103,c5,405
6104,c5,1152
6105,c5,397
6106,c5,62
6107,c1,216
6108,c5,218
6109,c1,14
6110,c5,116
6111,c234,114
6112,c1,1511
6113,c5,27
6114,c234,284
6115,c1,16
6116,c234,362
6117,c1,70
6118,c234,560
6119,c1,478
6120,c234,37
6121,c5,636
6122,c234,196
6123,c234,294
6124,c1,1327
6125,c5,279
6126,c234,140
6127,c234,382
6128,c5,1211
6129,c1,181
6130,c1,272
6131,c234,342
6132,c1,259
6133,c5,129
6134,c5,353
6135,c234,798
6136,c5,123
6137,c5,140
6138,c234,292
6139,c1,329
6140,c5,41
6141,c234,912
6142,c5,288
6143,c234,308
6144,c5,650
6145,c1,931
6146,c5,486
6147,c234,358
6148,c234,407
6149,c1,179
6150,c5,605
6151,c1,231
6152,c234,340
6153,c1,134
6154,c1,990
6155,c5,456
6156,c234,84
6157,c1,324
6158,c5,215
6159,c234,471
6160,c1,388
6161,c5,349
6162,c5,448
6163,c1,842
6164,c5,1180
6165,c234,127
6166,c5,173
6167,c5,748
6168,c1,131
6169,c234,879
6170,c5,142
6171,c1,88
6172,c5,398
6173,c234,81
6174,c5,452
6175,c1,51
6176,c1,76
6177,c5,42
6178,c5,417
6179,c5,53
6180,c1,416
6181,c1,95
6182,c234,1604
6183,c5,72
6184,c234,229
6185,c1,557
6186,c5,164
6187,c5,62
6188,c234,891
6189,c1,696
6190,c5,428
6191,c1,186
6192,c234,447
6193,c1,1232
6194,c234,613
6195,c1,147
6196,c1,690
6197,c1,427
6198,c234,20
6199,c5,301
6200,c5,66
6201,c1,416
6202,c5,1198
6203,c1,220
6204,c5,65
6205,c5,726
6206,c234,57
6207,c1,436
6208,c234,175
6209,c1,420
6210,c234,57
6211,c1,416
6212,c1,887
6213,c5,354
6214,c234,478
6215,c234,227
6216,c1,336
6217,c234,69
6218,c234,522
6219,c234,527
6220,c1,57
6221,c5,355
6222,c234,415
6223,c234,135
6224,c1,353
6225,c1,459
6226,c1,959
6227,c5,418
6228,c1,315
6229,c5,242
6230,c5,228
6231,c5,45
6232,c5,232
6233,c5,133
6234,c1,1167
6235,c234,166
6236,c234,45
6237,c5,259
6238,c5,764
6239,c1,113
6240,c1,116
6241,c234,1731
6242,c1,188
6243,c1,132
6244,c234,568
6245,c234,72
6246,c234,884
6247,c5,209
6248,c234,443
6249,c1,127
6250,c234,1116
6251,c5,196
6252,c5,67
6253,c5,310
6254,c1,85
6255,c1,689
6256,c234,355
6257,c234,161
6258,c234,98
6259,c234,292
6260,c234,984
6261,c234,132
6262,c5,480
6263,c234,796
6264,c1,143
6265,c1,90
6266,c5,153
6267,c1,1090
6268,c1,16
6269,c1,358
6270,c234,258
6271,c234,302
6272,c234,390
6273,c5,22
6274,c1,200
6275,c1,262
6276,c1,124
6277,c234,700
6278,c1,62
6279,c5,148
6280,c1,478
6281,c234,124
6282,c234,14
6283,c1,743
6284,c234,238
6285,c5,412
6286,c5,533
6287,c5,275
6288,c234,153
6289,c5,32
6290,c5,271
6291,c1,161
6292,c234,366
6293,c234,288
6294,c5,86
6295,c5,285
6296,c5,386
6297,c5,191
6298,c5,244
6299,c234,243
6300,c234,506
6301,c5,131
6302,c1,206
6303,c5,171
6304,c5,83
6305,c234,426
6306,c1,95
6307,c1,425
6308,c5,57
6309,c5,143
6310,c5,506
6311,c1,392
6312,c234,33
6313,c234,553
6314,c5,67
6315,c234,130
6316,c234,26
6317,c1,433
6318,c234,1137
6319,c1,440
6320,c1,142
6321,c5,252
6322,c234,118
6323,c1,482
6324,c234,1209
6325,c234,69
6326,c234,409
6327,c5,717
6328,c1,1808
6329,c234,685
6330,c234,783
6331,c1,486
6332,c234,157
6333,c234,309
6334,c5,64
6335,c1,350
6336,c5,251
6337,c5,490
6338,c234,323
6339,c5,292
6340,c5,171
6341,c5,14
6342,c5,310
6343,c5,255
6344,c234,119
6345,c5,97
6346,c1,303
6347,c234,150
6348,c234,584
6349,c5,1108
6350,c5,328
6351,c234,51
6352,c5,287
6353,c1,25
6354,c5,606
6355,c5,11
6356,c5,178
6357,c234,429
6358,c234,86
6359,c1,92
6360,c1,155
6361,c234,2549
6362,c5,33
6363,c5,238
6364,c5,59
6365,c1,86
6366,c234,198
6367,c1,452
6368,c5,130
6369,c1,258
6370,c1,1002
6371,c1,180
6372,c234,673
6373,c1,164
6374,c1,126
6375,c5,80
6376,c1,495
6377,c234,73
6378,c5,441
6379,c234,359
6380,c234,622
6381,c234,643
6382,c5,410
6383,c1,622
6384,c5,40
6385,c1,849
6386,c234,475
6387,c5,55
6388,c234,502
6389,c1,488
6390,c5,132
6391,c234,769
6392,c5,1229
6393,c5,462
6394,c234,206
6395,c5,241
6396,c1,180
6397,c234,743
6398,c5,1071
6399,c234,411
6400,c5,174
6401,c5,334
6402,c5,199
6403,c5,64
6404,c1,263
6405,c1,1100
6406,c234,355
6407,c5,452
6408,c234,460
6409,c5,201
6410,c5,401
6411,c234,1403
6412,c5,312
6413,c5,196
6414,c5,293
6415,c1,558
6416,c234,304
6417,c234,601
6418,c234,1056
6419,c234,419
6420,c234,122
6421,c234,312
6422,c1,583
6423,c1,79
6424,c1,443
6425,c234,1147
6426,c5,312
6427,c5,37
6428,c1,260
6429,c5,436
6430,c5,995
6431,c234,142
6432,c1,880
6433,c5,40
6434,c234,192
6435,c234,163
6436,c5,157
6437,c5,217
6438,c5,205
6439,c234,1220
6440,c5,504
6441,c234,1474
6442,c5,309
6443,c5,179
6444,c1,114
6445,c1,38
6446,c5,250
6447,c5,490
6448,c234,113
6449,c234,280
6450,c1,577
6451,c234,358
6452,c234,138
6453,c234,300
6454,c5,59
6455,c5,220
6456,c234,241
6457,c5,386
6458,c234,259
6459,c1,162
6460,c5,206
6461,c234,497
6462,c234,289
6463,c5,109
6464,c5,120
6465,c234,999
6466,c5,326
6467,c5,393
6468,c5,1417
6469,c1,34
6470,c5,126
6471,c5,312
6472,c1,186
6473,c1,26
6474,c1,923
6475,c1,622
6476,c5,691
6477,c5,484
6478,c1,456
6479,c1,1147
6480,c5,173
6481,c234,1009
6482,c5,99
6483,c5,584
6484,c5,228
6485,c5,131
6486,c1,86
6487,c1,236
6488,c5,263
6489,c234,502
6490,c5,611
6491,c234,318
6492,c234,57
6493,c1,1640
6494,c5,976
6495,c1,601
6496,c1,731
6497,c5,1297
6498,c1,448
6499,c1,461
6500,c1,94
6501,c1,525
6502,c1,192
6503,c5,169
6504,c5,243
6505,c234,128
6506,c234,512
6507,c5,149
6508,c1,123
6509,c5,194
6510,c234,336
6511,c234,10
6512,c5,429
6513,c5,120
6514,c1,654
6515,c5,551
6516,c5,161
6517,c1,450
6518,c5,114
6519,c1,9
6520,c1,469
6521,c234,254
6522,c1,200
6523,c5,1737
6524,c1,428
6525,c234,520
6526,c5,21
6527,c1,129
6528,c1,49
6529,c1,302
6530,c1,90
6531,c234,909
6532,c234,851
6533,c1,259
6534,c234,448
6535,c5,294
6536,c1,1400
6537,c234,71
6538,c5,236
6539,c5,293
6540,c234,1834
6541,c5,1070
6542,c1,603
6543,c5,919
6544,c1,234
6545,c234,944
6546,c234,22
6547,c234,436
6548,c1,10
6549,c1,999
6550,c234,134
6551,c5,321
6552,c1,448
6553,c234,597
6554,c1,308
6555,c1,1114
6556,c1,96
6557,c5,353
6558,c234,626
6559,c234,221
6560,c1,88
6561,c1,16
6562,c5,68
6563,c1,524
6564,c5,216
6565,c1,138
6566,c5,364
6567,c1,1110
6568,c5,288
6569,c5,235
6570,c1,326
6571,c5,428
6572,c1,353
6573,c5,394
6574,c1,339
6575,c5,374
6576,c1,224
6577,c1,1198
6578,c234,36
6579,c5,89
6580,c234,455
6581,c1,503
6582,c5,276
6583,c5,1032
6584,c1,132
6585,c1,190
6586,c234,349
6587,c1,125
6588,c1,341
6589,c234,357
6590,c1,59
6591,c1,1199
6592,c234,487
6593,c1,130
6594,c5,457
6595,c234,235
6596,c1,583
6597,c1,471
6598,c5,232
6599,c1,1502
6600,c5,653
6601,c234,145
6602,c1,109
6603,c1,160
6604,c5,32
6605,c1,33
6606,c234,335
6607,c234,595
6608,c1,25
6609,c234,198
6610,c1,233
6611,c234,946
6612,c234,129
6613,c5,40
6614,c234,1261
6615,c1,31
6616,c5,242
6617,c1,132
6618,c234,2297
6619,c1,158
6620,c5,196
6621,c5,38
6622,c5,73
6623,c5,322
6624,c5,132
6625,c5,95
6626,c1,281
6627,c5,364
6628,c1,16
6629,c5,1091
6630,c5,801
6631,c1,378
6632,c234,315
6633,c5,27
6634,c234,689
6635,c5,307
6636,c5,41
6637,c234,11
6638,c5,154
6639,c234,670
6640,c234,837
6641,c1,119
6642,c234,1074
6643,c234,464
6644,c1,424
6645,c1,132
6646,c234,35
6647,c5,621
6648,c1,51
6649,c1,69
6650,c5,835
6651,c1,465
6652,c5,428
6653,c5,436
6654,c5,59
6655,c1,443
6656,c234,767
6657,c5,178
6658,c234,852
6659,c5,83
6660,c5,409
6661,c234,801
6662,c234,84
6663,c234,335
6664,c234,746
6665,c1,443
6666,c1,224
6667,c1,239
6668,c234,379
6669,c234,627
6670,c1,129
6671,c234,196
6672,c234,616
6673,c234,312
6674,c5,678
6675,c234,411
6676,c5,277
6677,c1,450
6678,c1,1063
6679,c234,1170
6680,c1,439
6681,c1,31
6682,c5,305
6683,c234,898
6684,c1,392
6685,c234,31
6686,c1,593
6687,c234,211
6688,c5,82
6689,c5,246
6690,c234,89
6691,c234,377
6692,c234,558
6693,c1,246
6694,c5,295
6695,c5,32
6696,c1,320
6697,c234,169
6698,c5,139
6699,c1,351
6700,c234,284
6701,c234,432
6702,c1,532
6703,c5,149
6704,c5,298
6705,c1,357
6706,c5,650
6707,c5,375
6708,c1,451
6709,c1,934
6710,c234,371
6711,c234,126
6712,c234,100
6713,c234,192
6714,c1,829
6715,c234,345
6716,c234,863
6717,c234,60
6718,c5,38
6719,c5,622
6720,c5,35
6721,c5,251
6722,c1,482
6723,c1,106
6724,c234,398
6725,c5,658
6726,c1,238
6727,c5,41
6728,c234,710
6729,c1,44
6730,c5,432
6731,c234,241
6732,c5,171
6733,c1,1315
6734,c5,822
6735,c234,146
6736,c1,484
6737,c1,32
6738,c5,263
6739,c1,504
6740,c1,262
6741,c234,179
6742,c1,505
6743,c234,786
6744,c234,327
6745,c5,160
6746,c1,286
6747,c1,353
6748,c1,626
6749,c1,38
6750,c5,170
6751,c1,628
6752,c5,279
6753,c1,29
6754,c234,813
6755,c5,284
6756,c1,281
6757,c1,268
6758,c234,470
6759,c234,118
6760,c1,232
6761,c234,33
6762,c5,606
6763,c234,519
6764,c5,381
6765,c234,1051
6766,c1,1956
6767,c234,616
6768,c1,932
6769,c5,195
6770,c234,981
6771,c5,205
6772,c5,90
6773,c234,543
6774,c5,115
6775,c234,266
6776,c234,728
6777,c1,439
6778,c1,143
6779,c234,63
6780,c5,89
6781,c5,56
6782,c5,55
6783,c234,178
6784,c5,956
6785,c1,263
6786,c234,49
6787,c234,454
6788,c234,330
6789,c5,33
6790,c1,39
6791,c1,277
6792,c234,130
6793,c1,621
6794,c1,700
6795,c234,722
6796,c234,100
6797,c234,67
6798,c234,302
6799,c1,175
6800,c5,219
6801,c1,781
6802,c1,438
6803,c1,909
6804,c5,673
6805,c1,200
6806,c234,119
6807,c5,962
6808,c5,152
6809,c5,552
6810,c5,216
6811,c1,92
6812,c234,112
6813,c1,143
6814,c5,401
6815,c5,340
6816,c234,586
6817,c234,113
6818,c234,328
6819,c234,560
6820,c5,336
6821,c1,70
6822,c234,1011
6823,c1,143
6824,c1,458
6825,c234,401
6826,c1,626
6827,c234,170
6828,c1,73
6829,c234,128
6830,c1,457
6831,c1,97
6832,c5,389
6833,c1,27
6834,c1,38
6835,c234,163
6836,c234,365
6837,c234,782
6838,c5,314
6839,c1,130
6840,c1,522
6841,c234,142
6842,c234,253
6843,c1,238
6844,c234,512
6845,c5,43
6846,c234,891
6847,c234,1428
6848,c234,886
6849,c1,393
6850,c1,68
6851,c5,468
6852,c1,1091
6853,c5,592
6854,c1,1410
6855,c5,132
6856,c5,144
6857,c5,318
6858,c1,450
6859,c234,831
6860,c1,103
6861,c1,683
6862,c234,71
6863,c234,423
6864,c5,1154
6865,c5,64
6866,c5,234
6867,c5,643
6868,c234,344
6869,c5,374
6870,c1,218
6871,c5,222
6872,c234,604
6873,c5,246
6874,c5,33
6875,c5,186
6876,c5,93
6877,c234,1088
6878,c1,99
6879,c1,461
6880,c5,163
6881,c5,134
6882,c5,1288
6883,c234,28
6884,c5,215
6885,c1,387
6886,c234,143
6887,c1,90
6888,c5,478
6889,c1,50
6890,c5,138
6891,c5,149
6892,c1,147
6893,c1,623
6894,c1,581
6895,c1,161
6896,c234,141
6897,c234,690
6898,c5,142
6899,c1,90
6900,c234,433
6901,c1,79
6902,c5,405
6903,c5,340
6904,c234,796
6905,c1,130
6906,c234,170
6907,c5,383
6908,c5,233
6909,c234,220
6910,c1,14
6911,c5,440
6912,c1,838
6913,c234,138
6914,c5,168
6915,c234,79
6916,c1,239
6917,c1,329
6918,c1,158
6919,c5,262
6920,c234,719
6921,c234,653
6922,c1,213
6923,c1,173
6924,c5,910
6925,c1,324
6926,c5,161
6927,c1,415
6928,c1,79
6929,c234,717
6930,c234,287
6931,c1,10
6932,c5,213
6933,c5,94
6934,c234,1125
6935,c5,42
6936,c234,456
6937,c234,2360
6938,c5,223
6939,c234,624
6940,c5,738
6941,c1,368
6942,c234,788
6943,c234,366
6944,c1,256
6945,c1,203
6946,c1,271
6947,c5,306
6948,c5,195
6949,c234,134
6950,c5,358
6951,c5,504
6952,c5,325
6953,c1,836
6954,c234,58
6955,c1,313
6956,c234,391
6957,c5,1043
6958,c234,107
6959,c1,62
6960,c5,162
6961,c1,158
6962,c5,1060
6963,c5,769
6964,c1,10
6965,c1,129
6966,c234,155
6967,c234,154
6968,c5,242
6969,c1,66
6970,c234,734
6971,c1,148
6972,c5,308
6973,c1,89
6974,c234,250
6975,c1,178
6976,c1,208
6977,c234,241
6978,c1,27
6979,c5,92
6980,c5,481
6981,c1,67
6982,c5,150
6983,c1,115
6984,c234,365
6985,c234,231
6986,c5,272
6987,c5,2364
6988,c1,915
6989,c234,866
6990,c5,891
6991,c1,245
6992,c1,133
6993,c1,64
6994,c234,362
6995,c5,671
6996,c234,604
6997,c5,118
6998,c5,2008
6999,c1,336
7000,c5,15
7001,c5,150
7002,c5,377
7003,c5,293
7004,c1,1023
7005,c5,625
7006,c1,462
7007,c5,231
7008,c234,722
7009,c234,92
7010,c1,316
7011,c5,63
7012,c5,741
7013,c234,660
7014,c5,515
7015,c1,351
7016,c234,102
7017,c5,486
7018,c1,275
7019,c5,305
7020,c5,243
7021,c234,843
7022,c5,168
7023,c5,126
7024,c5,53
7025,c234,31
7026,c1,1249
7027,c234,323
7028,c1,845
7029,c5,15
7030,c1,96
7031,c1,78
7032,c234,299
7033,c1,396
7034,c1,1102
7035,c5,242
7036,c1,820
7037,c5,270
7038,c234,428
7039,c5,385
7040,c1,481
7041,c5,664
7042,c1,277
7043,c1,627
7044,c5,489
7045,c1,424
7046,c234,245
7047,c1,75
7048,c1,167
7049,c234,695
7050,c234,106
7051,c5,143
7052,c5,43
7053,c234,410
7054,c234,674
7055,c5,193
7056,c234,126
7057,c234,272
7058,c1,10
7059,c234,330
7060,c234,478
7061,c5,172
7062,c5,371
7063,c1,47
7064,c234,349
7065,c5,274
7066,c5,376
7067,c5,150
7068,c234,289
7069,c1,508
7070,c5,99
7071,c234,907
7072,c234,1261
7073,c234,10
7074,c1,312
7075,c1,234
7076,c1,108
7077,c234,350
7078,c234,252
7079,c5,229
7080,c234,165
7081,c234,1202
7082,c5,444
7083,c5,338
7084,c1,241
7085,c234,249
7086,c5,409
7087,c234,191
7088,c1,927
7089,c1,2960
7090,c5,298
7091,c5,386
7092,c234,132
7093,c234,360
7094,c234,715
7095,c234,131
7096,c1,216
7097,c1,482
7098,c234,34
7099,c5,158
7100,c1,610
7101,c234,52
7102,c1,57
7103,c234,1016
7104,c5,491
7105,c5,212
7106,c234,241
7107,c234,455
7108,c5,250
7109,c5,222
7110,c234,1008
7111,c234,424
7112,c234,561
7113,c1,617
7114,c5,326
7115,c234,438
7116,c5,794
7117,c234,829
7118,c234,92
7119,c5,132
7120,c1,1291
7121,c234,335
7122,c5,66
7123,c1,391
7124,c5,583
7125,c5,132
7126,c5,192
7127,c5,247
7128,c234,111
7129,c1,197
7130,c234,1299
7131,c5,349
7132,c5,101
7133,c1,90
7134,c1,499
7135,c234,55
7136,c234,706
7137,c1,2133
7138,c1,222
7139,c234,579
7140,c5,495
7141,c5,307
7142,c1,1286
7143,c1,983
7144,c234,710
7145,c5,24
7146,c5,149
7147,c1,276
7148,c1,195
7149,c234,225
7150,c5,218
7151,c1,160
7152,c1,189
7153,c1,94
7154,c1,105
7155,c234,92
7156,c1,900
7157,c5,256
7158,c1,762
7159,c1,405
7160,c1,122
7161,c5,103
7162,c234,236
7163,c5,153
7164,c234,926
7165,c5,512
7166,c234,651
7167,c1,133
7168,c234,489
7169,c1,20
7170,c5,588
7171,c234,892
7172,c234,340
7173,c5,35
7174,c234,310
7175,c234,73
7176,c234,138
7177,c234,251
7178,c234,131
7179,c5,107
7180,c234,746
7181,c234,194
7182,c234,418
7183,c5,121
7184,c234,1168
7185,c234,66
7186,c5,148
7187,c1,603
7188,c1,513
7189,c1,423
7190,c1,88
7191,c1,134
7192,c234,380
7193,c1,1680
7194,c5,936
7195,c234,78
7196,c5,599
7197,c5,169
7198,c1,311
7199,c234,292
7200,c5,492
7201,c234,56
7202,c234,263
7203,c5,492
7204,c5,701
7205,c234,154
7206,c5,161
7207,c1,264
7208,c1,221
7209,c1,31
7210,c5,211
7211,c5,1022
7212,c5,694
7213,c1,142
7214,c234,179
7215,c1,750
7216,c5,172
7217,c234,139
7218,c1,1202
7219,c1,270
7220,c234,217
7221,c234,818
7222,c1,113
7223,c5,183
7224,c234,1217
7225,c234,640
7226,c234,874
7227,c234,245
7228,c5,200
7229,c234,492
7230,c5,481
7231,c234,104
7232,c234,232
7233,c1,392
7234,c234,80
7235,c234,882
7236,c234,254
7237,c5,34
7238,c1,415
7239,c5,352
7240,c1,235
7241,c5,171
7242,c5,99
7243,c1,885
7244,c5,222
7245,c5,47
7246,c1,507
7247,c234,422
7248,c1,255
7249,c5,91
7250,c234,197
7251,c5,64
7252,c234,1028
7253,c1,187
7254,c1,227
7255,c5,276
7256,c1,81
7257,c5,47
7258,c234,65
7259,c5,96
7260,c234,132
7261,c234,42
7262,c234,814
7263,c234,66
7264,c234,169
7265,c234,473
7266,c1,380
7267,c5,453
7268,c234,57
7269,c1,228
7270,c5,313
7271,c5,318
7272,c234,649
7273,c1,292
7274,c5,180
7275,c234,92
7276,c1,23
7277,c5,693
7278,c5,312
7279,c5,506
7280,c5,243
7281,c234,185
7282,c234,181
7283,c234,201
7284,c234,281
7285,c5,272
7286,c5,59
7287,c234,50
7288,c234,64
7289,c234,616
7290,c5,1014
7291,c234,1251
7292,c1,892
7293,c5,281
7294,c234,439
7295,c5,198
7296,c5,11
7297,c1,1026
7298,c5,104
7299,c1,716
7300,c234,278
7301,c1,173
7302,c5,447
7303,c1,318
7304,c234,955
7305,c234,335
7306,c5,74
7307,c1,70
7308,c5,65
7309,c5,70
7310,c5,544
7311,c1,191
7312,c5,368
7313,c1,361
7314,c234,192
7315,c1,111
7316,c234,356
7317,c1,551
7318,c234,207
7319,c5,83
7320,c1,19
7321,c1,725
7322,c1,56
7323,c5,416
7324,c234,602
7325,c234,169
7326,c234,123
7327,c234,183
7328,c234,177
7329,c1,136
7330,c5,115
7331,c1,23
7332,c234,85
7333,c234,578
7334,c5,150
7335,c1,313
7336,c234,672
7337,c234,1139
7338,c5,222
7339,c234,226
7340,c5,15
7341,c5,706
7342,c1,180
7343,c5,320
7344,c234,108
7345,c234,316
7346,c234,82
7347,c5,94
7348,c5,54
7349,c1,410
7350,c5,337
7351,c1,502
7352,c234,441
7353,c234,916
7354,c5,263
7355,c234,87
7356,c5,379
7357,c5,826
7358,c5,61
7359,c1,369
7360,c1,72
7361,c1,140
7362,c5,67
7363,c1,391
7364,c5,320
